output_area,lsoa,iomd_rank,iomd_decile
D034570002002,D03457,364,9
D034570012012,D03457,364,9
D034570013013,D03457,364,9
D034570014014,D03457,364,9
D034570017017,D03457,364,9
D034570018018,D03457,364,9
D034570020020,D03457,364,9
D034570021021,D03457,364,9
D034570022022,D03457,364,9
D034570024024,D03457,364,9
D034575402003,D03457,364,9
D034575402009,D03457,364,9
D034575402010,D03457,364,9
D034575402011,D03457,364,9
D034575402015,D03457,364,9
D034575402019,D03457,364,9
D034575403006,D03457,364,9
D034575403008,D03457,364,9
D034575403016,D03457,364,9
D034579501501,D03457,364,9
D034580003003,D03458,217,6
D034580005005,D03458,217,6
D034580007007,D03458,217,6
D034580009009,D03458,217,6
D034580010010,D03458,217,6
D034580013013,D03458,217,6
D034580014014,D03458,217,6
D034585401001,D03458,217,6
D034585401002,D03458,217,6
D034585401004,D03458,217,6
D034585401006,D03458,217,6
D034585401008,D03458,217,6
D034585401011,D03458,217,6
D034585401012,D03458,217,6
D034585401015,D03458,217,6
D034590003003,D03459,229,6
D034590004004,D03459,229,6
D034590005005,D03459,229,6
D034590006006,D03459,229,6
D034590008008,D03459,229,6
D034590012012,D03459,229,6
D034590013013,D03459,229,6
D034590014014,D03459,229,6
D034590015015,D03459,229,6
D034590019019,D03459,229,6
D034590020020,D03459,229,6
D034590021021,D03459,229,6
D034590022022,D03459,229,6
D034590024024,D03459,229,6
D034590029029,D03459,229,6
D034590033033,D03459,229,6
D034590034034,D03459,229,6
D034595401007,D03459,229,6
D034595401025,D03459,229,6
D034595401028,D03459,229,6
D034595401030,D03459,229,6
D034595402001,D03459,229,6
D034595402002,D03459,229,6
D034595402010,D03459,229,6
D034595402016,D03459,229,6
D034595402018,D03459,229,6
D034595402023,D03459,229,6
D034595402031,D03459,229,6
D034595403009,D03459,229,6
D034595403011,D03459,229,6
D034595403017,D03459,229,6
D034595404026,D03459,229,6
D034595404027,D03459,229,6
D034595404032,D03459,229,6
D034600001001,D03460,220,6
D034600002002,D03460,220,6
D034600003003,D03460,220,6
D034600004004,D03460,220,6
D034600005005,D03460,220,6
D034600006006,D03460,220,6
D034600007007,D03460,220,6
D034600008008,D03460,220,6
D034600009009,D03460,220,6
D034600010010,D03460,220,6
D034610001001,D03461,271,7
D034610002002,D03461,271,7
D034610003003,D03461,271,7
D034610004004,D03461,271,7
D034610005005,D03461,271,7
D034610006006,D03461,271,7
D034610007007,D03461,271,7
D034610008008,D03461,271,7
D034610009009,D03461,271,7
D034620005005,D03462,358,9
D034620007007,D03462,358,9
D034620014014,D03462,358,9
D034620019019,D03462,358,9
D034625401002,D03462,358,9
D034625401003,D03462,358,9
D034625401006,D03462,358,9
D034625401008,D03462,358,9
D034625401010,D03462,358,9
D034625401015,D03462,358,9
D034625401017,D03462,358,9
D034625402001,D03462,358,9
D034625402004,D03462,358,9
D034625402009,D03462,358,9
D034625402011,D03462,358,9
D034625402012,D03462,358,9
D034625402013,D03462,358,9
D034625402016,D03462,358,9
D034625402018,D03462,358,9
D040110000000,D04011,197,5
D040120000000,D04012,409,10
D051110000000,D05111,30,1
D051120000000,D05112,367,9
D051130000000,D05113,248,6
D051140000000,D05114,267,7
D051160000000,D05116,336,9
D051170000000,D05117,105,3
D051190000000,D05119,342,9
D051200000000,D05120,281,7
D051220000000,D05122,275,7
D051240000000,D05124,317,8
D051540004004,D05154,314,8
D051540008008,D05154,314,8
D051540012012,D05154,314,8
D051540016016,D05154,314,8
D051540020020,D05154,314,8
D051540024024,D05154,314,8
D051540028028,D05154,314,8
D051540032032,D05154,314,8
D051540036036,D05154,314,8
D051540040040,D05154,314,8
D051540044044,D05154,314,8
D051540048048,D05154,314,8
D051540052052,D05154,314,8
D051540056056,D05154,314,8
D051540060060,D05154,314,8
D051540064064,D05154,314,8
D051580004004,D05158,76,2
D051580008008,D05158,76,2
D051580012012,D05158,76,2
D051580016016,D05158,76,2
D051580020020,D05158,76,2
D051580024024,D05158,76,2
D051580026026,D05158,76,2
D051580028028,D05158,76,2
D051580032032,D05158,76,2
D051580036036,D05158,76,2
D051620004004,D05162,87,3
D051620008008,D05162,87,3
D051620012012,D05162,87,3
D051620016016,D05162,87,3
D051620020020,D05162,87,3
D051620022022,D05162,87,3
D051620024024,D05162,87,3
D051620028028,D05162,87,3
D051660004004,D05166,195,5
D051660008008,D05166,195,5
D051660012012,D05166,195,5
D051660016016,D05166,195,5
D051660020020,D05166,195,5
D051660024024,D05166,195,5
D051660028028,D05166,195,5
D051660032032,D05166,195,5
D051660036036,D05166,195,5
D051700004004,D05170,236,6
D051700008008,D05170,236,6
D051700012012,D05170,236,6
D051700016016,D05170,236,6
D051700020020,D05170,236,6
D051700024024,D05170,236,6
D051700028028,D05170,236,6
D051700032032,D05170,236,6
D051700036036,D05170,236,6
D051700040040,D05170,236,6
D051700044044,D05170,236,6
D051700048048,D05170,236,6
D051700052052,D05170,236,6
D053140000000,D05314,18,1
D053150000000,D05315,74,2
D053160000000,D05316,118,3
D053340002002,D05334,160,4
D053340004004,D05334,160,4
D053340008008,D05334,160,4
D053340012012,D05334,160,4
D053340016016,D05334,160,4
D053340020020,D05334,160,4
D053340024024,D05334,160,4
D053340028028,D05334,160,4
D053340032032,D05334,160,4
D053340036036,D05334,160,4
D053580004004,D05358,264,7
D053580008008,D05358,264,7
D053580012012,D05358,264,7
D053580016016,D05358,264,7
D053580020020,D05358,264,7
D053580024024,D05358,264,7
D053580028028,D05358,264,7
D053580032032,D05358,264,7
D053580036036,D05358,264,7
D053580040040,D05358,264,7
D053580044044,D05358,264,7
D053580048048,D05358,264,7
D053580052052,D05358,264,7
D053580056056,D05358,264,7
D053580060060,D05358,264,7
D053620004004,D05362,166,4
D053620008008,D05362,166,4
D053620012012,D05362,166,4
D053620016016,D05362,166,4
D053620020020,D05362,166,4
D053620024024,D05362,166,4
D053620028028,D05362,166,4
D053620032032,D05362,166,4
D053620036036,D05362,166,4
D053620040040,D05362,166,4
D053660004004,D05366,263,7
D053660008008,D05366,263,7
D053660012012,D05366,263,7
D053660016016,D05366,263,7
D053660020020,D05366,263,7
D053660024024,D05366,263,7
D053660028028,D05366,263,7
D053660032032,D05366,263,7
D053660036036,D05366,263,7
D053660040040,D05366,263,7
D053660044044,D05366,263,7
D053700004004,D05370,321,8
D053700008008,D05370,321,8
D053700012012,D05370,321,8
D053700016016,D05370,321,8
D053700020020,D05370,321,8
D053700024024,D05370,321,8
D053700028028,D05370,321,8
D053700032032,D05370,321,8
D053700036036,D05370,321,8
D053700040040,D05370,321,8
D053740004004,D05374,191,5
D053740008008,D05374,191,5
D053740012012,D05374,191,5
D053740016016,D05374,191,5
D053740020020,D05374,191,5
D053740024024,D05374,191,5
D053740028028,D05374,191,5
D053740032032,D05374,191,5
D053740036036,D05374,191,5
D053740040040,D05374,191,5
D053740044044,D05374,191,5
D053740048048,D05374,191,5
D053740052052,D05374,191,5
D053780004004,D05378,66,2
D053780008008,D05378,66,2
D053780012012,D05378,66,2
D053780016016,D05378,66,2
D053780020020,D05378,66,2
D053780024024,D05378,66,2
D053780028028,D05378,66,2
D053780032032,D05378,66,2
D053820004004,D05382,133,4
D053820008008,D05382,133,4
D053820012012,D05382,133,4
D053820016016,D05382,133,4
D053820020020,D05382,133,4
D053820024024,D05382,133,4
D053820028028,D05382,133,4
D053820032032,D05382,133,4
D053820036036,D05382,133,4
D053820040040,D05382,133,4
D053820044044,D05382,133,4
D053820048048,D05382,133,4
D053820052052,D05382,133,4
D053820056056,D05382,133,4
D053820060060,D05382,133,4
D053820064064,D05382,133,4
D053820068068,D05382,133,4
D053820072072,D05382,133,4
D053820076076,D05382,133,4
D055120000000,D05512,269,7
D055130000000,D05513,413,10
D055150000000,D05515,31,1
D055540004004,D05554,234,6
D055540008008,D05554,234,6
D055540012012,D05554,234,6
D055540016016,D05554,234,6
D055540020020,D05554,234,6
D055540024024,D05554,234,6
D055540028028,D05554,234,6
D055540032032,D05554,234,6
D055540036036,D05554,234,6
D055540040040,D05554,234,6
D055540044044,D05554,234,6
D055540048048,D05554,234,6
D055540052052,D05554,234,6
D055540056056,D05554,234,6
D055540060060,D05554,234,6
D055540064064,D05554,234,6
D055540068068,D05554,234,6
D055580004004,D05558,143,4
D055580008008,D05558,143,4
D055580012012,D05558,143,4
D055580016016,D05558,143,4
D055580020020,D05558,143,4
D055580024024,D05558,143,4
D055580028028,D05558,143,4
D055580032032,D05558,143,4
D055580036036,D05558,143,4
D055580040040,D05558,143,4
D055580044044,D05558,143,4
D055620004004,D05562,308,8
D055620008008,D05562,308,8
D055620012012,D05562,308,8
D055620014014,D05562,308,8
D055620016016,D05562,308,8
D055620020020,D05562,308,8
D055620024024,D05562,308,8
D055620028028,D05562,308,8
D055620032032,D05562,308,8
D055620036036,D05562,308,8
D055660004004,D05566,227,6
D055660008008,D05566,227,6
D055660012012,D05566,227,6
D055660016016,D05566,227,6
D055660020020,D05566,227,6
D055660024024,D05566,227,6
D055660028028,D05566,227,6
D055660032032,D05566,227,6
D055660036036,D05566,227,6
D055660040040,D05566,227,6
D055660044044,D05566,227,6
D055660048048,D05566,227,6
D055660052052,D05566,227,6
D055660056056,D05566,227,6
D055660060060,D05566,227,6
D055660064064,D05566,227,6
D055660068068,D05566,227,6
D055660072072,D05566,227,6
D055660076076,D05566,227,6
D055660080080,D05566,227,6
D055660084084,D05566,227,6
D055660088088,D05566,227,6
D055660092092,D05566,227,6
D055660096096,D05566,227,6
D055700004004,D05570,176,5
D055700008008,D05570,176,5
D055700012012,D05570,176,5
D055700016016,D05570,176,5
D055700020020,D05570,176,5
D055700024024,D05570,176,5
D055700028028,D05570,176,5
D055700032032,D05570,176,5
D055700036036,D05570,176,5
D055700040040,D05570,176,5
D055700044044,D05570,176,5
D055700048048,D05570,176,5
D055700052052,D05570,176,5
D057110000000,D05711,199,5
D057540004004,D05754,154,4
D057540008008,D05754,154,4
D057540012012,D05754,154,4
D057540016016,D05754,154,4
D057540020020,D05754,154,4
D057540024024,D05754,154,4
D057540028028,D05754,154,4
D057540032032,D05754,154,4
D057540036036,D05754,154,4
D057540040040,D05754,154,4
D057540044044,D05754,154,4
D057540048048,D05754,154,4
D057540052052,D05754,154,4
D057580004004,D05758,208,5
D057580008008,D05758,208,5
D057580012012,D05758,208,5
D057580016016,D05758,208,5
D057580020020,D05758,208,5
D057580024024,D05758,208,5
D057580028028,D05758,208,5
D057580032032,D05758,208,5
D057580036036,D05758,208,5
D057620004004,D05762,274,7
D057620008008,D05762,274,7
D057620012012,D05762,274,7
D057620016016,D05762,274,7
D057620020020,D05762,274,7
D057620024024,D05762,274,7
D057620028028,D05762,274,7
D057620032032,D05762,274,7
D057620036036,D05762,274,7
D057620040040,D05762,274,7
D057660004004,D05766,215,6
D057660008008,D05766,215,6
D057660012012,D05766,215,6
D057660016016,D05766,215,6
D057660020020,D05766,215,6
D057660024024,D05766,215,6
D057660028028,D05766,215,6
D057660032032,D05766,215,6
D057660036036,D05766,215,6
D057660040040,D05766,215,6
D057660044044,D05766,215,6
D057660048048,D05766,215,6
D057660052052,D05766,215,6
D057660056056,D05766,215,6
D057660060060,D05766,215,6
D057660064064,D05766,215,6
D057700004004,D05770,223,6
D057700008008,D05770,223,6
D057700012012,D05770,223,6
D057700016016,D05770,223,6
D057700020020,D05770,223,6
D057700024024,D05770,223,6
D057700028028,D05770,223,6
D057700032032,D05770,223,6
D057700036036,D05770,223,6
D057700040040,D05770,223,6
D057700044044,D05770,223,6
D057740004004,D05774,186,5
D057740008008,D05774,186,5
D057740012012,D05774,186,5
D057740016016,D05774,186,5
D057740020020,D05774,186,5
D057740024024,D05774,186,5
D057740028028,D05774,186,5
D057740032032,D05774,186,5
D057740036036,D05774,186,5
D057740040040,D05774,186,5
D059110000000,D05911,219,6
D059130000000,D05913,293,8
D059140000000,D05914,329,8
D059150000000,D05915,373,9
D059160000000,D05916,377,10
D059540004004,D05954,150,4
D059540008008,D05954,150,4
D059540012012,D05954,150,4
D059540016016,D05954,150,4
D059540020020,D05954,150,4
D059540024024,D05954,150,4
D059540028028,D05954,150,4
D059540032032,D05954,150,4
D059540036036,D05954,150,4
D059580004004,D05958,222,6
D059580008008,D05958,222,6
D059580012012,D05958,222,6
D059580016016,D05958,222,6
D059580020020,D05958,222,6
D059580024024,D05958,222,6
D059580028028,D05958,222,6
D059580032032,D05958,222,6
D059580036036,D05958,222,6
D059580040040,D05958,222,6
D059580044044,D05958,222,6
D059580048048,D05958,222,6
D059620004004,D05962,228,6
D059620008008,D05962,228,6
D059620012012,D05962,228,6
D059620016016,D05962,228,6
D059620020020,D05962,228,6
D059620024024,D05962,228,6
D059620028028,D05962,228,6
D059620032032,D05962,228,6
D059620036036,D05962,228,6
D059620040040,D05962,228,6
D059620044044,D05962,228,6
D059620048048,D05962,228,6
D059620052052,D05962,228,6
D059620056056,D05962,228,6
D059620060060,D05962,228,6
D059660004004,D05966,122,3
D059660008008,D05966,122,3
D059660012012,D05966,122,3
D059660016016,D05966,122,3
D059660020020,D05966,122,3
D059660024024,D05966,122,3
D059660028028,D05966,122,3
D059700004004,D05970,128,4
D059700008008,D05970,128,4
D059700012012,D05970,128,4
D059700016016,D05970,128,4
D059700020020,D05970,128,4
D059700024024,D05970,128,4
D059700028028,D05970,128,4
D059700032032,D05970,128,4
D059700036036,D05970,128,4
D059700040040,D05970,128,4
D059700044044,D05970,128,4
D059740004004,D05974,204,5
D059740008008,D05974,204,5
D059740012012,D05974,204,5
D059740016016,D05974,204,5
D059740020020,D05974,204,5
D059740024024,D05974,204,5
D059740028028,D05974,204,5
D059740032032,D05974,204,5
D059740036036,D05974,204,5
D059740040040,D05974,204,5
D059740044044,D05974,204,5
D059740048048,D05974,204,5
D059740052052,D05974,204,5
D059740056056,D05974,204,5
D059780004004,D05978,280,7
D059780008008,D05978,280,7
D059780012012,D05978,280,7
D059780016016,D05978,280,7
D059780020020,D05978,280,7
D059780024024,D05978,280,7
D059780028028,D05978,280,7
D059780032032,D05978,280,7
D059780036036,D05978,280,7
D059780040040,D05978,280,7
D064110000000,D06411,12,1
D064120000000,D06412,19,1
D064130000000,D06413,323,8
D064140000000,D06414,93,3
D064310001001,D06431,84,2
D064310002002,D06431,84,2
D064310003003,D06431,84,2
D064310004004,D06431,84,2
D064310005005,D06431,84,2
D064310006006,D06431,84,2
D064310007007,D06431,84,2
D064310008008,D06431,84,2
D064310009009,D06431,84,2
D064310010010,D06431,84,2
D064310011011,D06431,84,2
D064310012012,D06431,84,2
D064310013013,D06431,84,2
D064310014014,D06431,84,2
D064310015015,D06431,84,2
D064310016016,D06431,84,2
D064310017017,D06431,84,2
D064310018018,D06431,84,2
D064310019019,D06431,84,2
D064310020020,D06431,84,2
D064310021021,D06431,84,2
D064310022022,D06431,84,2
D064319200200,D06431,84,2
D064320001001,D06432,68,2
D064320002002,D06432,68,2
D064320003003,D06432,68,2
D064320004004,D06432,68,2
D064320005005,D06432,68,2
D064320006006,D06432,68,2
D064320007007,D06432,68,2
D064320008008,D06432,68,2
D064320009009,D06432,68,2
D064320010010,D06432,68,2
D064320011011,D06432,68,2
D064320012012,D06432,68,2
D064320013013,D06432,68,2
D064320014014,D06432,68,2
D064320015015,D06432,68,2
D064320016016,D06432,68,2
D064320017017,D06432,68,2
D064320018018,D06432,68,2
D064320019019,D06432,68,2
D064320020020,D06432,68,2
D064320021021,D06432,68,2
D064320022022,D06432,68,2
D064320023023,D06432,68,2
D064330001001,D06433,107,3
D064330002002,D06433,107,3
D064330003003,D06433,107,3
D064330004004,D06433,107,3
D064330005005,D06433,107,3
D064330006006,D06433,107,3
D064330007007,D06433,107,3
D064330008008,D06433,107,3
D064330009009,D06433,107,3
D064330010010,D06433,107,3
D064330011011,D06433,107,3
D064330012012,D06433,107,3
D064330013013,D06433,107,3
D064330014014,D06433,107,3
D064340001001,D06434,5,1
D064340002002,D06434,5,1
D064340003003,D06434,5,1
D064340004004,D06434,5,1
D064340005005,D06434,5,1
D064340006006,D06434,5,1
D064340007007,D06434,5,1
D064340008008,D06434,5,1
D064340009009,D06434,5,1
D064340010010,D06434,5,1
D064340011011,D06434,5,1
D064340012012,D06434,5,1
D064340013013,D06434,5,1
D064350001001,D06435,130,4
D064350002002,D06435,130,4
D064350003003,D06435,130,4
D064350004004,D06435,130,4
D064350005005,D06435,130,4
D064350006006,D06435,130,4
D064350007007,D06435,130,4
D064350008008,D06435,130,4
D064350009009,D06435,130,4
D064350010010,D06435,130,4
D064350011011,D06435,130,4
D064350012012,D06435,130,4
D064350013013,D06435,130,4
D064350014014,D06435,130,4
D064350015015,D06435,130,4
D064350016016,D06435,130,4
D064350017017,D06435,130,4
D064350018018,D06435,130,4
D064350019019,D06435,130,4
D064350020020,D06435,130,4
D064350021021,D06435,130,4
D064350022022,D06435,130,4
D064350023023,D06435,130,4
D064350024024,D06435,130,4
D064350025025,D06435,130,4
D064350026026,D06435,130,4
D064350027027,D06435,130,4
D064350028028,D06435,130,4
D064350029029,D06435,130,4
D064359200200,D06435,130,4
D064360001001,D06436,7,1
D064360002002,D06436,7,1
D064360003003,D06436,7,1
D064360004004,D06436,7,1
D064360005005,D06436,7,1
D064360006006,D06436,7,1
D064360007007,D06436,7,1
D064360008008,D06436,7,1
D064360009009,D06436,7,1
D064360010010,D06436,7,1
D064360011011,D06436,7,1
D064360012012,D06436,7,1
D064370001001,D06437,226,6
D064370002002,D06437,226,6
D064370003003,D06437,226,6
D064370004004,D06437,226,6
D064370005005,D06437,226,6
D064370006006,D06437,226,6
D064370007007,D06437,226,6
D064370008008,D06437,226,6
D064370009009,D06437,226,6
D064370010010,D06437,226,6
D064370011011,D06437,226,6
D064370012012,D06437,226,6
D064370013013,D06437,226,6
D064370014014,D06437,226,6
D064370015015,D06437,226,6
D064380001001,D06438,50,2
D064380002002,D06438,50,2
D064380003003,D06438,50,2
D064380004004,D06438,50,2
D064380005005,D06438,50,2
D064380006006,D06438,50,2
D064380007007,D06438,50,2
D064380008008,D06438,50,2
D064380009009,D06438,50,2
D064380010010,D06438,50,2
D064380011011,D06438,50,2
D064380012012,D06438,50,2
D064380013013,D06438,50,2
D064390001001,D06439,61,2
D064390002002,D06439,61,2
D064390003003,D06439,61,2
D064390004004,D06439,61,2
D064390005005,D06439,61,2
D064390006006,D06439,61,2
D064390007007,D06439,61,2
D064390008008,D06439,61,2
D064390009009,D06439,61,2
D064390010010,D06439,61,2
D064390011011,D06439,61,2
D064390012012,D06439,61,2
D064390013013,D06439,61,2
D064390014014,D06439,61,2
D064390015015,D06439,61,2
D064390016016,D06439,61,2
D064390017017,D06439,61,2
D064400001001,D06440,91,3
D064400002002,D06440,91,3
D064400003003,D06440,91,3
D064400004004,D06440,91,3
D064400005005,D06440,91,3
D064400006006,D06440,91,3
D064400007007,D06440,91,3
D064400008008,D06440,91,3
D064400009009,D06440,91,3
D064400010010,D06440,91,3
D064400011011,D06440,91,3
D064400012012,D06440,91,3
D064400013013,D06440,91,3
D064400014014,D06440,91,3
D064400015015,D06440,91,3
D064400016016,D06440,91,3
D064400017017,D06440,91,3
D064400018018,D06440,91,3
D064400019019,D06440,91,3
D064400020020,D06440,91,3
D064400021021,D06440,91,3
D064400022022,D06440,91,3
D064400023023,D06440,91,3
D064400024024,D06440,91,3
D064400025025,D06440,91,3
D065310001001,D06531,155,4
D065310002002,D06531,155,4
D065310003003,D06531,155,4
D065310004004,D06531,155,4
D065310005005,D06531,155,4
D065310006006,D06531,155,4
D065310007007,D06531,155,4
D065310008008,D06531,155,4
D065310009009,D06531,155,4
D065310010010,D06531,155,4
D065310011011,D06531,155,4
D065310012012,D06531,155,4
D065310013013,D06531,155,4
D065310014014,D06531,155,4
D065310015015,D06531,155,4
D065310016016,D06531,155,4
D065310017017,D06531,155,4
D065310018018,D06531,155,4
D065320001001,D06532,171,5
D065320002002,D06532,171,5
D065320003003,D06532,171,5
D065320004004,D06532,171,5
D065320005005,D06532,171,5
D065320006006,D06532,171,5
D065320007007,D06532,171,5
D065320008008,D06532,171,5
D065320009009,D06532,171,5
D065320010010,D06532,171,5
D065320011011,D06532,171,5
D065320012012,D06532,171,5
D065320013013,D06532,171,5
D065320014014,D06532,171,5
D065320015015,D06532,171,5
D065320016016,D06532,171,5
D065320017017,D06532,171,5
D065320018018,D06532,171,5
D065320019019,D06532,171,5
D065320020020,D06532,171,5
D065320021021,D06532,171,5
D065320022022,D06532,171,5
D065320023023,D06532,171,5
D065330001001,D06533,188,5
D065330002002,D06533,188,5
D065330003003,D06533,188,5
D065330004004,D06533,188,5
D065330005005,D06533,188,5
D065330006006,D06533,188,5
D065330007007,D06533,188,5
D065330008008,D06533,188,5
D065330009009,D06533,188,5
D065330010010,D06533,188,5
D065330011011,D06533,188,5
D065330012012,D06533,188,5
D065330013013,D06533,188,5
D065330014014,D06533,188,5
D065330015015,D06533,188,5
D065330016016,D06533,188,5
D065330017017,D06533,188,5
D065330018018,D06533,188,5
D065330019019,D06533,188,5
D065340001001,D06534,145,4
D065340002002,D06534,145,4
D065340003003,D06534,145,4
D065340004004,D06534,145,4
D065340005005,D06534,145,4
D065340006006,D06534,145,4
D065340007007,D06534,145,4
D065340008008,D06534,145,4
D065340009009,D06534,145,4
D065340010010,D06534,145,4
D065340011011,D06534,145,4
D065340012012,D06534,145,4
D065340013013,D06534,145,4
D065340014014,D06534,145,4
D065340015015,D06534,145,4
D065340016016,D06534,145,4
D065340017017,D06534,145,4
D065340018018,D06534,145,4
D065340019019,D06534,145,4
D065340020020,D06534,145,4
D065340021021,D06534,145,4
D065340022022,D06534,145,4
D065350001001,D06535,232,6
D065350002002,D06535,232,6
D065350003003,D06535,232,6
D065350004004,D06535,232,6
D065350005005,D06535,232,6
D065350006006,D06535,232,6
D065350007007,D06535,232,6
D065350008008,D06535,232,6
D065350009009,D06535,232,6
D065350010010,D06535,232,6
D065350011011,D06535,232,6
D065350012012,D06535,232,6
D065350013013,D06535,232,6
D065350014014,D06535,232,6
D065350015015,D06535,232,6
D065350016016,D06535,232,6
D065350017017,D06535,232,6
D065350018018,D06535,232,6
D065350019019,D06535,232,6
D066110000000,D06611,255,7
D066310001001,D06631,148,4
D066310002002,D06631,148,4
D066310003003,D06631,148,4
D066310004004,D06631,148,4
D066310005005,D06631,148,4
D066310006006,D06631,148,4
D066310007007,D06631,148,4
D066310008008,D06631,148,4
D066310009009,D06631,148,4
D066310010010,D06631,148,4
D066310011011,D06631,148,4
D066310012012,D06631,148,4
D066310013013,D06631,148,4
D066310014014,D06631,148,4
D066310015015,D06631,148,4
D066310016016,D06631,148,4
D066310017017,D06631,148,4
D066310018018,D06631,148,4
D066310019019,D06631,148,4
D066310020020,D06631,148,4
D066310021021,D06631,148,4
D066310022022,D06631,148,4
D066310023023,D06631,148,4
D066320001001,D06632,194,5
D066320002002,D06632,194,5
D066320003003,D06632,194,5
D066320004004,D06632,194,5
D066320005005,D06632,194,5
D066320006006,D06632,194,5
D066320007007,D06632,194,5
D066320008008,D06632,194,5
D066320009009,D06632,194,5
D066320010010,D06632,194,5
D066320011011,D06632,194,5
D066320012012,D06632,194,5
D066320013013,D06632,194,5
D066320014014,D06632,194,5
D066320015015,D06632,194,5
D066320016016,D06632,194,5
D066320017017,D06632,194,5
D066320018018,D06632,194,5
D066320019019,D06632,194,5
D066320020020,D06632,194,5
D066330001001,D06633,137,4
D066330002002,D06633,137,4
D066330003003,D06633,137,4
D066330004004,D06633,137,4
D066330005005,D06633,137,4
D066330006006,D06633,137,4
D066330007007,D06633,137,4
D066330008008,D06633,137,4
D066330009009,D06633,137,4
D066330010010,D06633,137,4
D066330011011,D06633,137,4
D066330012012,D06633,137,4
D066330013013,D06633,137,4
D066330014014,D06633,137,4
D066330015015,D06633,137,4
D066330016016,D06633,137,4
D066330017017,D06633,137,4
D066330018018,D06633,137,4
D066330019019,D06633,137,4
D066330020020,D06633,137,4
D066330021021,D06633,137,4
D066330022022,D06633,137,4
D066330023023,D06633,137,4
D066330024024,D06633,137,4
D066330025025,D06633,137,4
D066330026026,D06633,137,4
D066330027027,D06633,137,4
D066330028028,D06633,137,4
D066330029029,D06633,137,4
D066339200200,D06633,137,4
D066340001001,D06634,225,6
D066340002002,D06634,225,6
D066340003003,D06634,225,6
D066340004004,D06634,225,6
D066340005005,D06634,225,6
D066340006006,D06634,225,6
D066340007007,D06634,225,6
D066340008008,D06634,225,6
D066340009009,D06634,225,6
D066340010010,D06634,225,6
D066340011011,D06634,225,6
D066340012012,D06634,225,6
D066340013013,D06634,225,6
D066340014014,D06634,225,6
D066340015015,D06634,225,6
D066340016016,D06634,225,6
D066340017017,D06634,225,6
D066340018018,D06634,225,6
D066340019019,D06634,225,6
D066340020020,D06634,225,6
D066340021021,D06634,225,6
D066340022022,D06634,225,6
D066340023023,D06634,225,6
D066340024024,D06634,225,6
D066340025025,D06634,225,6
D066340026026,D06634,225,6
D066340027027,D06634,225,6
D066350001001,D06635,254,7
D066350002002,D06635,254,7
D066350003003,D06635,254,7
D066350004004,D06635,254,7
D066350005005,D06635,254,7
D066350006006,D06635,254,7
D066350007007,D06635,254,7
D066350008008,D06635,254,7
D066350009009,D06635,254,7
D066350010010,D06635,254,7
D066350011011,D06635,254,7
D066350012012,D06635,254,7
D066350013013,D06635,254,7
D066350014014,D06635,254,7
D066350015015,D06635,254,7
D066350016016,D06635,254,7
D066350017017,D06635,254,7
D066350018018,D06635,254,7
D066350019019,D06635,254,7
D066350020020,D06635,254,7
D066350021021,D06635,254,7
D066350022022,D06635,254,7
D066360001001,D06636,303,8
D066360002002,D06636,303,8
D066360003003,D06636,303,8
D066360004004,D06636,303,8
D066360005005,D06636,303,8
D066360006006,D06636,303,8
D066360007007,D06636,303,8
D066360008008,D06636,303,8
D066360009009,D06636,303,8
D066360010010,D06636,303,8
D066360011011,D06636,303,8
D066360012012,D06636,303,8
D066360013013,D06636,303,8
D066360014014,D06636,303,8
D066360015015,D06636,303,8
D066360016016,D06636,303,8
D066369200200,D06636,303,8
D071110000000,D07111,192,5
D071310007007,D07131,189,5
D071310070070,D07131,189,5
D071310077077,D07131,189,5
D071310090090,D07131,189,5
D071315001001,D07131,189,5
D071315001004,D07131,189,5
D071315001005,D07131,189,5
D071315001008,D07131,189,5
D071315001009,D07131,189,5
D071315001015,D07131,189,5
D071315001018,D07131,189,5
D071315001021,D07131,189,5
D071315001022,D07131,189,5
D071315001026,D07131,189,5
D071315001028,D07131,189,5
D071315001030,D07131,189,5
D071315001032,D07131,189,5
D071315001033,D07131,189,5
D071315001034,D07131,189,5
D071315001037,D07131,189,5
D071315001042,D07131,189,5
D071315001044,D07131,189,5
D071315001050,D07131,189,5
D071315001051,D07131,189,5
D071315001052,D07131,189,5
D071315001058,D07131,189,5
D071315001062,D07131,189,5
D071315001065,D07131,189,5
D071315001066,D07131,189,5
D071315001069,D07131,189,5
D071315001072,D07131,189,5
D071315001074,D07131,189,5
D071315001075,D07131,189,5
D071315001076,D07131,189,5
D071315001079,D07131,189,5
D071315001082,D07131,189,5
D071315001083,D07131,189,5
D071315001084,D07131,189,5
D071315001085,D07131,189,5
D071315001086,D07131,189,5
D071315001501,D07131,189,5
D071315002002,D07131,189,5
D071315002003,D07131,189,5
D071315002011,D07131,189,5
D071315002017,D07131,189,5
D071315002027,D07131,189,5
D071315002029,D07131,189,5
D071315002036,D07131,189,5
D071315002039,D07131,189,5
D071315002040,D07131,189,5
D071315002047,D07131,189,5
D071315002049,D07131,189,5
D071315002068,D07131,189,5
D071315003006,D07131,189,5
D071315003014,D07131,189,5
D071315003025,D07131,189,5
D071315003081,D07131,189,5
D071315004016,D07131,189,5
D071315004041,D07131,189,5
D071315004054,D07131,189,5
D071315004055,D07131,189,5
D071315004059,D07131,189,5
